case_id,root,initial_phase,delay,mechanics,a_participation,b_participation,a_support,b_support,physical_work,final_tick,pressure_phase,trace_hash,body_hash,a_live,b_live,quiescent
269,1600000,2,4,reference,3317760000,3317760000,3317760000,0,8,6,6,cb4b8afd7a5a7586890693fbb07f91d9f0f4f29f442f57c6c4b357908bee321b,75253521aff80512691b11e99a2b3c6b3b6bb3e50becd494d46b9e4765525efe,1,1,1
269,1600000,2,4,production,3317760000,3317760000,3317760000,0,8,6,6,cb4b8afd7a5a7586890693fbb07f91d9f0f4f29f442f57c6c4b357908bee321b,75253521aff80512691b11e99a2b3c6b3b6bb3e50becd494d46b9e4765525efe,1,1,1
270,1600000,2,5,reference,3110400000,3110400000,3110400000,0,8,7,7,c01ca5603faa5f44fc95d46ec3637d2632536716533c59ed11e4564318a5a480,8b1929fa3652f25e85b5d53fab4bd9fdd326027c63ee11af1f3db9087ddf38ea,1,1,1
270,1600000,2,5,production,3110400000,3110400000,3110400000,0,8,7,7,c01ca5603faa5f44fc95d46ec3637d2632536716533c59ed11e4564318a5a480,8b1929fa3652f25e85b5d53fab4bd9fdd326027c63ee11af1f3db9087ddf38ea,1,1,1
271,1600000,2,6,reference,2916000000,2916000000,2916000000,0,8,8,8,fed03eb2510f7deacc1e103c79215b96413bb15488e64c5e8cf8b1ffbd540852,8b1929fa3652f25e85b5d53fab4bd9fdd326027c63ee11af1f3db9087ddf38ea,1,1,1
271,1600000,2,6,production,2916000000,2916000000,2916000000,0,8,8,8,fed03eb2510f7deacc1e103c79215b96413bb15488e64c5e8cf8b1ffbd540852,8b1929fa3652f25e85b5d53fab4bd9fdd326027c63ee11af1f3db9087ddf38ea,1,1,1
272,1600000,2,7,reference,2733750000,2733750000,2733750000,0,8,9,9,c1c6af1bef05dd2155d16ff1f4e3b30057b1e761bf9d9e1133c11def5ec0f3c5,8b1929fa3652f25e85b5d53fab4bd9fdd326027c63ee11af1f3db9087ddf38ea,1,1,1
272,1600000,2,7,production,2733750000,2733750000,2733750000,0,8,9,9,c1c6af1bef05dd2155d16ff1f4e3b30057b1e761bf9d9e1133c11def5ec0f3c5,8b1929fa3652f25e85b5d53fab4bd9fdd326027c63ee11af1f3db9087ddf38ea,1,1,1
273,1600000,2,8,reference,2562890625,2562890625,2562890625,0,8,10,0,b1b5a740351a8307ca59f6f095776902e0d4caf9de99105c549cf2acef1fbd13,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
273,1600000,2,8,production,2562890625,2562890625,2562890625,0,8,10,0,b1b5a740351a8307ca59f6f095776902e0d4caf9de99105c549cf2acef1fbd13,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
274,1600000,2,9,reference,2402709960,2402709960,2402709960,0,8,11,1,641d753eff78d9fbe5fa3cdf2f7f35a9ff1601d7cfb4aa1e29bc09570800a20b,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
274,1600000,2,9,production,2402709960,2402709960,2402709960,0,8,11,1,641d753eff78d9fbe5fa3cdf2f7f35a9ff1601d7cfb4aa1e29bc09570800a20b,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
275,1600000,2,10,reference,2252540587,2252540587,2252540587,0,8,12,2,687a151f977facefedfa4a2a244f9a099a15c0515dc2fbbdf622b75fcaa2a8d7,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
275,1600000,2,10,production,2252540587,2252540587,2252540587,0,8,12,2,687a151f977facefedfa4a2a244f9a099a15c0515dc2fbbdf622b75fcaa2a8d7,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
276,1600000,2,11,reference,2111756800,2111756800,2111756800,0,8,13,3,d93e1a606b380f82113af0eb41a6badbf624377ab7de706ee5a4559b41590168,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
276,1600000,2,11,production,2111756800,2111756800,2111756800,0,8,13,3,d93e1a606b380f82113af0eb41a6badbf624377ab7de706ee5a4559b41590168,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
277,1600000,2,12,reference,1979772000,1979772000,1979772000,0,8,14,4,f32aa054f3213ffe60f0ab060e1c696c09a186a22fe48064ed359e0919e7cea7,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
277,1600000,2,12,production,1979772000,1979772000,1979772000,0,8,14,4,f32aa054f3213ffe60f0ab060e1c696c09a186a22fe48064ed359e0919e7cea7,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
278,1600000,2,13,reference,1856036250,1856036250,1856036250,0,8,15,5,482dd2fb35be34236220e10a7cde9519d0ff3830a6663ba19c8e21b8603032f1,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
278,1600000,2,13,production,1856036250,1856036250,1856036250,0,8,15,5,482dd2fb35be34236220e10a7cde9519d0ff3830a6663ba19c8e21b8603032f1,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
279,1600000,2,14,reference,1740033984,1740033984,1740033984,0,8,16,6,fa056472c7e1e51d232e02244f1afdb1a3a3bf5e88152d98713cbdc5ccb3d1dd,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
279,1600000,2,14,production,1740033984,1740033984,1740033984,0,8,16,6,fa056472c7e1e51d232e02244f1afdb1a3a3bf5e88152d98713cbdc5ccb3d1dd,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
280,1600000,2,15,reference,1631281860,1631281860,1631281860,0,8,17,7,61d9e4e8757436c0d71125a41f6584cd67354d745cb78bfa6eeadfbadae11424,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
280,1600000,2,15,production,1631281860,1631281860,1631281860,0,8,17,7,61d9e4e8757436c0d71125a41f6584cd67354d745cb78bfa6eeadfbadae11424,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
281,1600000,2,16,reference,1529326743,1529326743,1529326743,0,8,18,8,144d7b4b11e8a2d4eded1894ab47dfacddf43039c7b0b3b9d7c89ff31674a81b,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
281,1600000,2,16,production,1529326743,1529326743,1529326743,0,8,18,8,144d7b4b11e8a2d4eded1894ab47dfacddf43039c7b0b3b9d7c89ff31674a81b,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
282,1600000,2,17,reference,1433743821,1433743821,1433743821,0,8,19,9,ed9073f6b7e41dbcf2e61dcffb2e87dead86f70dedd5a02c9cb53badf20f4ecf,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
282,1600000,2,17,production,1433743821,1433743821,1433743821,0,8,19,9,ed9073f6b7e41dbcf2e61dcffb2e87dead86f70dedd5a02c9cb53badf20f4ecf,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
283,1600000,2,18,reference,1344134832,1344134832,1344134832,0,8,20,0,d373ae6f0fac07f068bed6bde78be8aca88a54b809299baa3101c4f3efd1e8e7,3c577d3ceef5e391f23b458793eca46523ddfa10d8193b90af6465bfcf1f4e4a,1,1,1
283,1600000,2,18,production,1344134832,1344134832,1344134832,0,8,20,0,d373ae6f0fac07f068bed6bde78be8aca88a54b809299baa3101c4f3efd1e8e7,3c577d3ceef5e391f23b458793eca46523ddfa10d8193b90af6465bfcf1f4e4a,1,1,1
284,1600000,2,19,reference,1260126405,1260126405,1260126405,0,8,21,1,e1700a2bab424794c8ac1987416c221c300f0838ac15e987f1dda708c02b13f1,3c577d3ceef5e391f23b458793eca46523ddfa10d8193b90af6465bfcf1f4e4a,1,1,1
284,1600000,2,19,production,1260126405,1260126405,1260126405,0,8,21,1,e1700a2bab424794c8ac1987416c221c300f0838ac15e987f1dda708c02b13f1,3c577d3ceef5e391f23b458793eca46523ddfa10d8193b90af6465bfcf1f4e4a,1,1,1
285,1600000,2,20,reference,1181368504,1181368504,1181368504,0,8,22,2,f59c2539e00057ac8240c51b3616110a7304326189004fa99403af5624dea74a,3c577d3ceef5e391f23b458793eca46523ddfa10d8193b90af6465bfcf1f4e4a,1,1,1
285,1600000,2,20,production,1181368504,1181368504,1181368504,0,8,22,2,f59c2539e00057ac8240c51b3616110a7304326189004fa99403af5624dea74a,3c577d3ceef5e391f23b458793eca46523ddfa10d8193b90af6465bfcf1f4e4a,1,1,1
286,1600000,2,1024,reference,0,0,0,0,8,1026,6,49072e4ec56b145285bd0ef184ed0cf22db6aacf8ee5af79233d63f698213386,cd727505aabffd8bf9acb02c1849daedafe326fc52d1ef19ed39bda25d01648e,1,1,1
286,1600000,2,1024,production,0,0,0,0,8,1026,6,49072e4ec56b145285bd0ef184ed0cf22db6aacf8ee5af79233d63f698213386,cd727505aabffd8bf9acb02c1849daedafe326fc52d1ef19ed39bda25d01648e,1,1,1
287,1600000,3,0,reference,4294967296,4294967296,4294967296,0,8,3,3,da34314d113c79e41647e75e26f8139008d08ebe5280aa4a4612dfe300b612f9,75253521aff80512691b11e99a2b3c6b3b6bb3e50becd494d46b9e4765525efe,1,1,1
287,1600000,3,0,production,4294967296,4294967296,4294967296,0,8,3,3,da34314d113c79e41647e75e26f8139008d08ebe5280aa4a4612dfe300b612f9,75253521aff80512691b11e99a2b3c6b3b6bb3e50becd494d46b9e4765525efe,1,1,1
288,1600000,3,1,reference,4026531840,4026531840,4026531840,0,8,4,4,28454edb58299618f9e16dc9c9b8da9f7fb892bc57769f6bb7be42da5915b371,75253521aff80512691b11e99a2b3c6b3b6bb3e50becd494d46b9e4765525efe,1,1,1
288,1600000,3,1,production,4026531840,4026531840,4026531840,0,8,4,4,28454edb58299618f9e16dc9c9b8da9f7fb892bc57769f6bb7be42da5915b371,75253521aff80512691b11e99a2b3c6b3b6bb3e50becd494d46b9e4765525efe,1,1,1
289,1600000,3,2,reference,3774873600,3774873600,3774873600,0,8,5,5,95be9b3d1184788508493fce8e3e87c3a5ddb2620ea7594c17878cd31deebbf5,75253521aff80512691b11e99a2b3c6b3b6bb3e50becd494d46b9e4765525efe,1,1,1
289,1600000,3,2,production,3774873600,3774873600,3774873600,0,8,5,5,95be9b3d1184788508493fce8e3e87c3a5ddb2620ea7594c17878cd31deebbf5,75253521aff80512691b11e99a2b3c6b3b6bb3e50becd494d46b9e4765525efe,1,1,1
290,1600000,3,3,reference,3538944000,3538944000,3538944000,0,8,6,6,d70ed517a7b0d4f0018c2929698b920181d68c68a355555dae9ed4dc470b180c,75253521aff80512691b11e99a2b3c6b3b6bb3e50becd494d46b9e4765525efe,1,1,1
290,1600000,3,3,production,3538944000,3538944000,3538944000,0,8,6,6,d70ed517a7b0d4f0018c2929698b920181d68c68a355555dae9ed4dc470b180c,75253521aff80512691b11e99a2b3c6b3b6bb3e50becd494d46b9e4765525efe,1,1,1
291,1600000,3,4,reference,3317760000,3317760000,3317760000,0,8,7,7,6308c83e2777ddb8868e51033f77bda2d5e65ab70f15142cea17d39f91ae26f3,75253521aff80512691b11e99a2b3c6b3b6bb3e50becd494d46b9e4765525efe,1,1,1
291,1600000,3,4,production,3317760000,3317760000,3317760000,0,8,7,7,6308c83e2777ddb8868e51033f77bda2d5e65ab70f15142cea17d39f91ae26f3,75253521aff80512691b11e99a2b3c6b3b6bb3e50becd494d46b9e4765525efe,1,1,1
292,1600000,3,5,reference,3110400000,3110400000,3110400000,0,8,8,8,3447ae0a37080347fb0191e8706b2a8576cee94dfc8dd7dbe513e33034a9ffdc,8b1929fa3652f25e85b5d53fab4bd9fdd326027c63ee11af1f3db9087ddf38ea,1,1,1
292,1600000,3,5,production,3110400000,3110400000,3110400000,0,8,8,8,3447ae0a37080347fb0191e8706b2a8576cee94dfc8dd7dbe513e33034a9ffdc,8b1929fa3652f25e85b5d53fab4bd9fdd326027c63ee11af1f3db9087ddf38ea,1,1,1
293,1600000,3,6,reference,2916000000,2916000000,2916000000,0,8,9,9,b6e9427d51357fc6318a97866238abf26d4ffbdd979e81f996a024dd0c1883ee,8b1929fa3652f25e85b5d53fab4bd9fdd326027c63ee11af1f3db9087ddf38ea,1,1,1
293,1600000,3,6,production,2916000000,2916000000,2916000000,0,8,9,9,b6e9427d51357fc6318a97866238abf26d4ffbdd979e81f996a024dd0c1883ee,8b1929fa3652f25e85b5d53fab4bd9fdd326027c63ee11af1f3db9087ddf38ea,1,1,1
294,1600000,3,7,reference,2733750000,2733750000,2733750000,0,8,10,0,5c26a190e45b576fcf35d990a823de552e597c3bd41552204bed32a20513e1f8,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
294,1600000,3,7,production,2733750000,2733750000,2733750000,0,8,10,0,5c26a190e45b576fcf35d990a823de552e597c3bd41552204bed32a20513e1f8,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
295,1600000,3,8,reference,2562890625,2562890625,2562890625,0,8,11,1,e6395a4d062e67977ed97258b70586fd25ed5fce748c4dc33bfcc854e3e2f2eb,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
295,1600000,3,8,production,2562890625,2562890625,2562890625,0,8,11,1,e6395a4d062e67977ed97258b70586fd25ed5fce748c4dc33bfcc854e3e2f2eb,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
296,1600000,3,9,reference,2402709960,2402709960,2402709960,0,8,12,2,8fc59c05ae9c6167bd0c7fb38f0d67964e2c70c627aea35a8e1758cd87b0c737,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
296,1600000,3,9,production,2402709960,2402709960,2402709960,0,8,12,2,8fc59c05ae9c6167bd0c7fb38f0d67964e2c70c627aea35a8e1758cd87b0c737,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
297,1600000,3,10,reference,2252540587,2252540587,2252540587,0,8,13,3,448be8d4840d516311ef6707bcc672be21cbccd3fd30619d4d8f18546eabfdab,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
297,1600000,3,10,production,2252540587,2252540587,2252540587,0,8,13,3,448be8d4840d516311ef6707bcc672be21cbccd3fd30619d4d8f18546eabfdab,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
298,1600000,3,11,reference,2111756800,2111756800,2111756800,0,8,14,4,091cfe71c5da361b234f526dc82edcfce3307a55501e1aefb96d6d1ca39a40b5,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
298,1600000,3,11,production,2111756800,2111756800,2111756800,0,8,14,4,091cfe71c5da361b234f526dc82edcfce3307a55501e1aefb96d6d1ca39a40b5,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
299,1600000,3,12,reference,1979772000,1979772000,1979772000,0,8,15,5,98d97b133b71e5684bd6459c97b6f3d41160c415320af3a89d9cd34636dfdf76,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
299,1600000,3,12,production,1979772000,1979772000,1979772000,0,8,15,5,98d97b133b71e5684bd6459c97b6f3d41160c415320af3a89d9cd34636dfdf76,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
300,1600000,3,13,reference,1856036250,1856036250,1856036250,0,8,16,6,3ed20c48dde5eababe326beedf03534f8ef3c1b2db385a8e9e5721994a57d799,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
300,1600000,3,13,production,1856036250,1856036250,1856036250,0,8,16,6,3ed20c48dde5eababe326beedf03534f8ef3c1b2db385a8e9e5721994a57d799,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
301,1600000,3,14,reference,1740033984,1740033984,1740033984,0,8,17,7,4dfbd447d960d2bb05279cf0fc074cca323cbf90eb5f1cf0966f862e4e2f8a89,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
301,1600000,3,14,production,1740033984,1740033984,1740033984,0,8,17,7,4dfbd447d960d2bb05279cf0fc074cca323cbf90eb5f1cf0966f862e4e2f8a89,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
302,1600000,3,15,reference,1631281860,1631281860,1631281860,0,8,18,8,42b7f3dae18e7f0d9ee4a25a1c8d1b608b84288792dee83ca150e1f1a6f961c0,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
302,1600000,3,15,production,1631281860,1631281860,1631281860,0,8,18,8,42b7f3dae18e7f0d9ee4a25a1c8d1b608b84288792dee83ca150e1f1a6f961c0,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
303,1600000,3,16,reference,1529326743,1529326743,1529326743,0,8,19,9,e962c9e2779cc0b029ddb678c2bf756e914824cedecf1cb32e7d0aa42b66fd0f,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
303,1600000,3,16,production,1529326743,1529326743,1529326743,0,8,19,9,e962c9e2779cc0b029ddb678c2bf756e914824cedecf1cb32e7d0aa42b66fd0f,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
304,1600000,3,17,reference,1433743821,1433743821,1433743821,0,8,20,0,a40e4323f3ba5b6969dc0f46baa138d621fe61ff15940d2b14cb69fdb697678c,3c577d3ceef5e391f23b458793eca46523ddfa10d8193b90af6465bfcf1f4e4a,1,1,1
304,1600000,3,17,production,1433743821,1433743821,1433743821,0,8,20,0,a40e4323f3ba5b6969dc0f46baa138d621fe61ff15940d2b14cb69fdb697678c,3c577d3ceef5e391f23b458793eca46523ddfa10d8193b90af6465bfcf1f4e4a,1,1,1
305,1600000,3,18,reference,1344134832,1344134832,1344134832,0,8,21,1,8ce335cb620dded398cae18c23c0bc507c100077df71e09039241d65185b7031,3c577d3ceef5e391f23b458793eca46523ddfa10d8193b90af6465bfcf1f4e4a,1,1,1
305,1600000,3,18,production,1344134832,1344134832,1344134832,0,8,21,1,8ce335cb620dded398cae18c23c0bc507c100077df71e09039241d65185b7031,3c577d3ceef5e391f23b458793eca46523ddfa10d8193b90af6465bfcf1f4e4a,1,1,1
306,1600000,3,19,reference,1260126405,1260126405,1260126405,0,8,22,2,70fc82c5434b03efde63a028ac220163daa2b3a6f8398d398c410b5e2f94a98e,3c577d3ceef5e391f23b458793eca46523ddfa10d8193b90af6465bfcf1f4e4a,1,1,1
306,1600000,3,19,production,1260126405,1260126405,1260126405,0,8,22,2,70fc82c5434b03efde63a028ac220163daa2b3a6f8398d398c410b5e2f94a98e,3c577d3ceef5e391f23b458793eca46523ddfa10d8193b90af6465bfcf1f4e4a,1,1,1
307,1600000,3,20,reference,1181368504,1181368504,1181368504,0,8,23,3,38cdcbe5e8aea7d504f5c970ce608cf15dc9041e13a2d152b4fd396f9581f5a0,3c577d3ceef5e391f23b458793eca46523ddfa10d8193b90af6465bfcf1f4e4a,1,1,1
307,1600000,3,20,production,1181368504,1181368504,1181368504,0,8,23,3,38cdcbe5e8aea7d504f5c970ce608cf15dc9041e13a2d152b4fd396f9581f5a0,3c577d3ceef5e391f23b458793eca46523ddfa10d8193b90af6465bfcf1f4e4a,1,1,1
308,1600000,3,1024,reference,0,0,0,0,8,1027,7,b41edd0829d78e4137ec4524bb7c1d3c0a03ba2d8b0caaf68ece36a6b49634c3,cd727505aabffd8bf9acb02c1849daedafe326fc52d1ef19ed39bda25d01648e,1,1,1
308,1600000,3,1024,production,0,0,0,0,8,1027,7,b41edd0829d78e4137ec4524bb7c1d3c0a03ba2d8b0caaf68ece36a6b49634c3,cd727505aabffd8bf9acb02c1849daedafe326fc52d1ef19ed39bda25d01648e,1,1,1
309,1600000,4,0,reference,4294967296,4294967296,4294967296,0,8,4,4,782965f2b09f0981fafb4d5be083ff8c6dab75208326faf06b6a2b03f56549f7,75253521aff80512691b11e99a2b3c6b3b6bb3e50becd494d46b9e4765525efe,1,1,1
309,1600000,4,0,production,4294967296,4294967296,4294967296,0,8,4,4,782965f2b09f0981fafb4d5be083ff8c6dab75208326faf06b6a2b03f56549f7,75253521aff80512691b11e99a2b3c6b3b6bb3e50becd494d46b9e4765525efe,1,1,1
310,1600000,4,1,reference,4026531840,4026531840,4026531840,0,8,5,5,cdedbf0d97f24dd7ff08a62f98e289a1697e74c4ccf4afa28750e4ec90f9cf51,75253521aff80512691b11e99a2b3c6b3b6bb3e50becd494d46b9e4765525efe,1,1,1
310,1600000,4,1,production,4026531840,4026531840,4026531840,0,8,5,5,cdedbf0d97f24dd7ff08a62f98e289a1697e74c4ccf4afa28750e4ec90f9cf51,75253521aff80512691b11e99a2b3c6b3b6bb3e50becd494d46b9e4765525efe,1,1,1
311,1600000,4,2,reference,3774873600,3774873600,3774873600,0,8,6,6,f385dbf398e9eff15a2a4233b44681be8d5514d7a9b1bdd12a767ed9a2b5efba,75253521aff80512691b11e99a2b3c6b3b6bb3e50becd494d46b9e4765525efe,1,1,1
311,1600000,4,2,production,3774873600,3774873600,3774873600,0,8,6,6,f385dbf398e9eff15a2a4233b44681be8d5514d7a9b1bdd12a767ed9a2b5efba,75253521aff80512691b11e99a2b3c6b3b6bb3e50becd494d46b9e4765525efe,1,1,1
312,1600000,4,3,reference,3538944000,3538944000,3538944000,0,8,7,7,223140ab750b6be450b5531001a3d52a78ed2a8669d916277fecb1d7d0f82e0e,75253521aff80512691b11e99a2b3c6b3b6bb3e50becd494d46b9e4765525efe,1,1,1
312,1600000,4,3,production,3538944000,3538944000,3538944000,0,8,7,7,223140ab750b6be450b5531001a3d52a78ed2a8669d916277fecb1d7d0f82e0e,75253521aff80512691b11e99a2b3c6b3b6bb3e50becd494d46b9e4765525efe,1,1,1
313,1600000,4,4,reference,3317760000,3317760000,3317760000,0,8,8,8,45eb252d97a0e63db48b6c24091b1e38e58b1a597aa177f16e8206a341035bc6,75253521aff80512691b11e99a2b3c6b3b6bb3e50becd494d46b9e4765525efe,1,1,1
313,1600000,4,4,production,3317760000,3317760000,3317760000,0,8,8,8,45eb252d97a0e63db48b6c24091b1e38e58b1a597aa177f16e8206a341035bc6,75253521aff80512691b11e99a2b3c6b3b6bb3e50becd494d46b9e4765525efe,1,1,1
314,1600000,4,5,reference,3110400000,3110400000,3110400000,0,8,9,9,56a6eedbcddbe6c54fe06ba8e073d0141bca503fcb7e15ba899c886032977e3d,8b1929fa3652f25e85b5d53fab4bd9fdd326027c63ee11af1f3db9087ddf38ea,1,1,1
314,1600000,4,5,production,3110400000,3110400000,3110400000,0,8,9,9,56a6eedbcddbe6c54fe06ba8e073d0141bca503fcb7e15ba899c886032977e3d,8b1929fa3652f25e85b5d53fab4bd9fdd326027c63ee11af1f3db9087ddf38ea,1,1,1
315,1600000,4,6,reference,2916000000,2916000000,2916000000,0,8,10,0,8eee56ec3443bc9a8f71a7f86f62f54780985e6f2288fd99a62aee98a0cc41dc,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
315,1600000,4,6,production,2916000000,2916000000,2916000000,0,8,10,0,8eee56ec3443bc9a8f71a7f86f62f54780985e6f2288fd99a62aee98a0cc41dc,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
316,1600000,4,7,reference,2733750000,2733750000,2733750000,0,8,11,1,bcaa573e413effb680c3f99a56deda51c8219efa5a7766cbd5bbfe2c59c9bb0e,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
316,1600000,4,7,production,2733750000,2733750000,2733750000,0,8,11,1,bcaa573e413effb680c3f99a56deda51c8219efa5a7766cbd5bbfe2c59c9bb0e,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
317,1600000,4,8,reference,2562890625,2562890625,2562890625,0,8,12,2,cf1770c957a54012c36efc17beb9fbc74fa71fe53bfe84a57b9ab421c855b5f9,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
317,1600000,4,8,production,2562890625,2562890625,2562890625,0,8,12,2,cf1770c957a54012c36efc17beb9fbc74fa71fe53bfe84a57b9ab421c855b5f9,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
318,1600000,4,9,reference,2402709960,2402709960,2402709960,0,8,13,3,0e93632e3b76d025f47f5c6372a9f50f57a6831bb835ad0c5037762f2068f35a,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
318,1600000,4,9,production,2402709960,2402709960,2402709960,0,8,13,3,0e93632e3b76d025f47f5c6372a9f50f57a6831bb835ad0c5037762f2068f35a,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
319,1600000,4,10,reference,2252540587,2252540587,2252540587,0,8,14,4,8934dd6b4db26cb1eee2bd3b888b1c9799d9b27f3810d4284bfb55ebc1c0471e,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
319,1600000,4,10,production,2252540587,2252540587,2252540587,0,8,14,4,8934dd6b4db26cb1eee2bd3b888b1c9799d9b27f3810d4284bfb55ebc1c0471e,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
320,1600000,4,11,reference,2111756800,2111756800,2111756800,0,8,15,5,2e4d655c2ffd67d4413b31f1701da0c89ac63272a1c6cb518ca06f79310e06c7,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
320,1600000,4,11,production,2111756800,2111756800,2111756800,0,8,15,5,2e4d655c2ffd67d4413b31f1701da0c89ac63272a1c6cb518ca06f79310e06c7,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
321,1600000,4,12,reference,1979772000,1979772000,1979772000,0,8,16,6,6d1f9595d0a357d8961f250e480aa3fc21c85ae411a76ea51552f081c137cc3c,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
321,1600000,4,12,production,1979772000,1979772000,1979772000,0,8,16,6,6d1f9595d0a357d8961f250e480aa3fc21c85ae411a76ea51552f081c137cc3c,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
322,1600000,4,13,reference,1856036250,1856036250,1856036250,0,8,17,7,f41afa1923b8ed656ae79d1e9de102c1b912762e08d6424ebf26a1dd02f4646b,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
322,1600000,4,13,production,1856036250,1856036250,1856036250,0,8,17,7,f41afa1923b8ed656ae79d1e9de102c1b912762e08d6424ebf26a1dd02f4646b,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
323,1600000,4,14,reference,1740033984,1740033984,1740033984,0,8,18,8,5841eac6eac0eb12acd8acc3e9d927e10572aa84d895c985aa71aa38d282559c,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
323,1600000,4,14,production,1740033984,1740033984,1740033984,0,8,18,8,5841eac6eac0eb12acd8acc3e9d927e10572aa84d895c985aa71aa38d282559c,6f22e0c67cc429294411ab7904d76efb941457a2b56adafba169ead01d3878e9,1,1,1
