row_type,protocol,mode,claim_eligible,passed,seed,scale,depth,population,generation,process,context,parent_work,child_work,acquisition_work,installation_work,incremental_bytes,maintenance_work,price_micros,gain_micros,break_even_uses,observable_equal,computationally_useful,economically_justified,structurally_retained,proposed,retained,removed_arrow_firings,asset_instance_id,content_fingerprint,structural_depth,justified_depth,realized_useful_depth,right_censored,fallback_distance,recovery_work,status,name,diagnostic
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,S3,,,1,,,2304,1302,9226,0,114,0,10,1001998860,10,true,true,true,true,2,2,256,14911113274995494794,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,S3,,,1,,,2304,1302,9226,0,114,0,100,1001988600,10,true,true,true,true,2,2,256,14911113274995494794,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,S3,,,1,,,2304,1302,9226,0,114,0,1000,1001886000,10,true,true,true,true,2,2,256,14911113274995494794,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,S3,,,2,,,1302,785,5063,0,58,0,0,517000000,10,true,true,true,true,1,1,128,14912066551576964506,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,S3,,,2,,,1302,785,5063,0,58,0,1,516999942,10,true,true,true,true,1,1,128,14912066551576964506,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,S3,,,2,,,1302,785,5063,0,58,0,10,516999420,10,true,true,true,true,1,1,128,14912066551576964506,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,S3,,,2,,,1302,785,5063,0,58,0,100,516994200,10,true,true,true,true,1,1,128,14912066551576964506,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,S3,,,2,,,1302,785,5063,0,58,0,1000,516942000,10,true,true,true,true,1,1,128,14912066551576964506,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,S3,,,3,,,785,532,2936,0,60,0,0,253000000,12,true,true,true,true,1,1,64,14913025325716575273,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,S3,,,3,,,785,532,2936,0,60,0,1,252999940,12,true,true,true,true,1,1,64,14913025325716575273,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,S3,,,3,,,785,532,2936,0,60,0,10,252999400,12,true,true,true,true,1,1,64,14913025325716575273,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,S3,,,3,,,785,532,2936,0,60,0,100,252994000,12,true,true,true,true,1,1,64,14913025325716575273,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,S3,,,3,,,785,532,2936,0,60,0,1000,252940000,12,true,true,true,true,1,1,64,14913025325716575273,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,S3,,,4,,,532,407,1889,0,64,0,0,125000000,16,true,true,true,true,1,1,32,14913979701809673196,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,S3,,,4,,,532,407,1889,0,64,0,1,124999936,16,true,true,true,true,1,1,32,14913979701809673196,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,S3,,,4,,,532,407,1889,0,64,0,10,124999360,16,true,true,true,true,1,1,32,14913979701809673196,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,S3,,,4,,,532,407,1889,0,64,0,100,124993600,16,true,true,true,true,1,1,32,14913979701809673196,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,S3,,,4,,,532,407,1889,0,64,0,1000,124936000,16,true,true,true,true,1,1,32,14913979701809673196,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,S3,,,5,,,407,346,1370,0,72,0,0,61000000,23,true,true,true,true,1,1,16,14907285875018449203,16762103433480236712,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,S3,,,5,,,407,346,1370,0,72,0,1,60999928,23,true,true,true,true,1,1,16,14907285875018449203,16762103433480236712,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,S3,,,5,,,407,346,1370,0,72,0,10,60999280,23,true,true,true,true,1,1,16,14907285875018449203,16762103433480236712,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,S3,,,5,,,407,346,1370,0,72,0,100,60992800,23,true,true,true,true,1,1,16,14907285875018449203,16762103433480236712,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,S3,,,5,,,407,346,1370,0,72,0,1000,60928000,23,true,true,true,true,1,1,16,14907285875018449203,16762103433480236712,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,S3,,,6,,,346,317,1115,0,88,0,0,29000000,39,true,true,true,true,1,1,8,14908240251111547126,3131637862668427760,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,S3,,,6,,,346,317,1115,0,88,0,1,28999912,39,true,true,true,true,1,1,8,14908240251111547126,3131637862668427760,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,S3,,,6,,,346,317,1115,0,88,0,10,28999120,39,true,true,true,true,1,1,8,14908240251111547126,3131637862668427760,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,S3,,,6,,,346,317,1115,0,88,0,100,28991200,39,true,true,true,true,1,1,8,14908240251111547126,3131637862668427760,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,S3,,,6,,,346,317,1115,0,88,0,1000,28912000,39,true,true,true,true,1,1,8,14908240251111547126,3131637862668427760,,,,,,,,,
scale,full-fractal-scaling-ffs0-v1,definitive,true,true,4,depth-only,128,64,,,,,,,,,,,,,,,,,6,5,,,,5,5,5,false,,,,,functional:5;computational:5;economic:5;over:0;under:0;precision:1000000;recall:1000000;agreement:1000000
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,depth-only,,,1,,,576,342,2314,0,114,0,0,234000000,10,true,true,true,true,2,2,64,11948718723770691914,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,depth-only,,,1,,,576,342,2314,0,114,0,1,233999886,10,true,true,true,true,2,2,64,11948718723770691914,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,depth-only,,,1,,,576,342,2314,0,114,0,10,233998860,10,true,true,true,true,2,2,64,11948718723770691914,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,depth-only,,,1,,,576,342,2314,0,114,0,100,233988600,10,true,true,true,true,2,2,64,11948718723770691914,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,depth-only,,,1,,,576,342,2314,0,114,0,1000,233886000,10,true,true,true,true,2,2,64,11948718723770691914,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,depth-only,,,2,,,342,209,1319,0,58,0,0,133000000,10,true,true,true,true,1,1,32,11949672000352161626,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,depth-only,,,2,,,342,209,1319,0,58,0,1,132999942,10,true,true,true,true,1,1,32,11949672000352161626,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,depth-only,,,2,,,342,209,1319,0,58,0,10,132999420,10,true,true,true,true,1,1,32,11949672000352161626,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,depth-only,,,2,,,342,209,1319,0,58,0,100,132994200,10,true,true,true,true,1,1,32,11949672000352161626,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,depth-only,,,2,,,342,209,1319,0,58,0,1000,132942000,10,true,true,true,true,1,1,32,11949672000352161626,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,depth-only,,,3,,,209,148,776,0,60,0,0,61000000,13,true,true,true,true,1,1,16,11950630774491772393,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,depth-only,,,3,,,209,148,776,0,60,0,1,60999940,13,true,true,true,true,1,1,16,11950630774491772393,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,depth-only,,,3,,,209,148,776,0,60,0,10,60999400,13,true,true,true,true,1,1,16,11950630774491772393,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,depth-only,,,3,,,209,148,776,0,60,0,100,60994000,13,true,true,true,true,1,1,16,11950630774491772393,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,depth-only,,,3,,,209,148,776,0,60,0,1000,60940000,13,true,true,true,true,1,1,16,11950630774491772393,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,depth-only,,,4,,,148,119,521,0,64,0,0,29000000,18,true,true,true,true,1,1,8,11951585150584870316,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,depth-only,,,4,,,148,119,521,0,64,0,1,28999936,18,true,true,true,true,1,1,8,11951585150584870316,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,depth-only,,,4,,,148,119,521,0,64,0,10,28999360,18,true,true,true,true,1,1,8,11951585150584870316,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,depth-only,,,4,,,148,119,521,0,64,0,100,28993600,18,true,true,true,true,1,1,8,11951585150584870316,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,depth-only,,,4,,,148,119,521,0,64,0,1000,28936000,19,true,true,true,true,1,1,8,11951585150584870316,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,depth-only,,,5,,,119,106,398,0,72,0,0,13000000,31,true,true,true,true,1,1,4,11944891323793646323,16762103433480236712,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,depth-only,,,5,,,119,106,398,0,72,0,1,12999928,31,true,true,true,true,1,1,4,11944891323793646323,16762103433480236712,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,depth-only,,,5,,,119,106,398,0,72,0,10,12999280,31,true,true,true,true,1,1,4,11944891323793646323,16762103433480236712,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,depth-only,,,5,,,119,106,398,0,72,0,100,12992800,31,true,true,true,true,1,1,4,11944891323793646323,16762103433480236712,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,depth-only,,,5,,,119,106,398,0,72,0,1000,12928000,31,true,true,true,true,1,1,4,11944891323793646323,16762103433480236712,,,,,,,,,
scale,full-fractal-scaling-ffs0-v1,definitive,true,true,4,population-only,32,1024,,,,,,,,,,,,,,,,,4,3,,,,3,3,3,false,,,,,functional:3;computational:3;economic:3;over:0;under:0;precision:1000000;recall:1000000;agreement:1000000
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,population-only,,,1,,,144,102,586,0,114,0,0,42000000,14,true,true,true,true,2,2,16,16435789647860829290,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,population-only,,,1,,,144,102,586,0,114,0,1,41999886,14,true,true,true,true,2,2,16,16435789647860829290,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,population-only,,,1,,,144,102,586,0,114,0,10,41998860,14,true,true,true,true,2,2,16,16435789647860829290,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,population-only,,,1,,,144,102,586,0,114,0,100,41988600,14,true,true,true,true,2,2,16,16435789647860829290,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,population-only,,,1,,,144,102,586,0,114,0,1000,41886000,14,true,true,true,true,2,2,16,16435789647860829290,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,population-only,,,2,,,102,65,383,0,58,0,0,37000000,11,true,true,true,true,1,1,8,16436742924442299002,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,population-only,,,2,,,102,65,383,0,58,0,1,36999942,11,true,true,true,true,1,1,8,16436742924442299002,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,population-only,,,2,,,102,65,383,0,58,0,10,36999420,11,true,true,true,true,1,1,8,16436742924442299002,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,population-only,,,2,,,102,65,383,0,58,0,100,36994200,11,true,true,true,true,1,1,8,16436742924442299002,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,population-only,,,2,,,102,65,383,0,58,0,1000,36942000,11,true,true,true,true,1,1,8,16436742924442299002,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,population-only,,,3,,,65,52,236,0,60,0,0,13000000,19,true,true,true,true,1,1,4,16437701698581909769,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,population-only,,,3,,,65,52,236,0,60,0,1,12999940,19,true,true,true,true,1,1,4,16437701698581909769,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,population-only,,,3,,,65,52,236,0,60,0,10,12999400,19,true,true,true,true,1,1,4,16437701698581909769,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,population-only,,,3,,,65,52,236,0,60,0,100,12994000,19,true,true,true,true,1,1,4,16437701698581909769,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,4,population-only,,,3,,,65,52,236,0,60,0,1000,12940000,19,true,true,true,true,1,1,4,16437701698581909769,16645602844770264344,,,,,,,,,
scale,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S0,8,16,,,,,,,,,,,,,,,,,0,0,,,,0,0,0,false,,,,,functional:0;computational:0;economic:0;over:0;under:0;precision:1000000;recall:1000000;agreement:1000000
scale,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S1,32,64,,,,,,,,,,,,,,,,,4,3,,,,3,3,3,false,,,,,functional:3;computational:3;economic:3;over:0;under:0;precision:1000000;recall:1000000;agreement:1000000
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S1,,,1,,,144,102,586,0,114,0,0,42000000,14,true,true,true,true,2,2,16,1676938633402024867,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S1,,,1,,,144,102,586,0,114,0,1,41999886,14,true,true,true,true,2,2,16,1676938633402024867,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S1,,,1,,,144,102,586,0,114,0,10,41998860,14,true,true,true,true,2,2,16,1676938633402024867,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S1,,,1,,,144,102,586,0,114,0,100,41988600,14,true,true,true,true,2,2,16,1676938633402024867,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S1,,,1,,,144,102,586,0,114,0,1000,41886000,14,true,true,true,true,2,2,16,1676938633402024867,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S1,,,2,,,102,65,383,0,58,0,0,37000000,11,true,true,true,true,1,1,8,1675985356820555155,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S1,,,2,,,102,65,383,0,58,0,1,36999942,11,true,true,true,true,1,1,8,1675985356820555155,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S1,,,2,,,102,65,383,0,58,0,10,36999420,11,true,true,true,true,1,1,8,1675985356820555155,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S1,,,2,,,102,65,383,0,58,0,100,36994200,11,true,true,true,true,1,1,8,1675985356820555155,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S1,,,2,,,102,65,383,0,58,0,1000,36942000,11,true,true,true,true,1,1,8,1675985356820555155,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S1,,,3,,,65,52,236,0,60,0,0,13000000,19,true,true,true,true,1,1,4,1678852883146361768,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S1,,,3,,,65,52,236,0,60,0,1,12999940,19,true,true,true,true,1,1,4,1678852883146361768,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S1,,,3,,,65,52,236,0,60,0,10,12999400,19,true,true,true,true,1,1,4,1678852883146361768,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S1,,,3,,,65,52,236,0,60,0,100,12994000,19,true,true,true,true,1,1,4,1678852883146361768,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S1,,,3,,,65,52,236,0,60,0,1000,12940000,19,true,true,true,true,1,1,4,1678852883146361768,16645602844770264344,,,,,,,,,
scale,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S2,128,256,,,,,,,,,,,,,,,,,6,5,,,,5,5,5,false,,,,,functional:5;computational:5;economic:5;over:0;under:0;precision:1000000;recall:1000000;agreement:1000000
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S2,,,1,,,576,342,2314,0,114,0,0,234000000,10,true,true,true,true,2,2,64,8030607137563190019,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S2,,,1,,,576,342,2314,0,114,0,1,233999886,10,true,true,true,true,2,2,64,8030607137563190019,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S2,,,1,,,576,342,2314,0,114,0,10,233998860,10,true,true,true,true,2,2,64,8030607137563190019,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S2,,,1,,,576,342,2314,0,114,0,100,233988600,10,true,true,true,true,2,2,64,8030607137563190019,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S2,,,1,,,576,342,2314,0,114,0,1000,233886000,10,true,true,true,true,2,2,64,8030607137563190019,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S2,,,2,,,342,209,1319,0,58,0,0,133000000,10,true,true,true,true,1,1,32,8029653860981720307,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S2,,,2,,,342,209,1319,0,58,0,1,132999942,10,true,true,true,true,1,1,32,8029653860981720307,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S2,,,2,,,342,209,1319,0,58,0,10,132999420,10,true,true,true,true,1,1,32,8029653860981720307,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S2,,,2,,,342,209,1319,0,58,0,100,132994200,10,true,true,true,true,1,1,32,8029653860981720307,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S2,,,2,,,342,209,1319,0,58,0,1000,132942000,10,true,true,true,true,1,1,32,8029653860981720307,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S2,,,3,,,209,148,776,0,60,0,0,61000000,13,true,true,true,true,1,1,16,8032521387307526920,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S2,,,3,,,209,148,776,0,60,0,1,60999940,13,true,true,true,true,1,1,16,8032521387307526920,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S2,,,3,,,209,148,776,0,60,0,10,60999400,13,true,true,true,true,1,1,16,8032521387307526920,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S2,,,3,,,209,148,776,0,60,0,100,60994000,13,true,true,true,true,1,1,16,8032521387307526920,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S2,,,3,,,209,148,776,0,60,0,1000,60940000,13,true,true,true,true,1,1,16,8032521387307526920,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S2,,,4,,,148,119,521,0,64,0,0,29000000,18,true,true,true,true,1,1,8,8031567011214428997,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S2,,,4,,,148,119,521,0,64,0,1,28999936,18,true,true,true,true,1,1,8,8031567011214428997,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S2,,,4,,,148,119,521,0,64,0,10,28999360,18,true,true,true,true,1,1,8,8031567011214428997,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S2,,,4,,,148,119,521,0,64,0,100,28993600,18,true,true,true,true,1,1,8,8031567011214428997,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S2,,,4,,,148,119,521,0,64,0,1000,28936000,19,true,true,true,true,1,1,8,8031567011214428997,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S2,,,5,,,119,106,398,0,72,0,0,13000000,31,true,true,true,true,1,1,4,8034434537540235610,16762103433480236712,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S2,,,5,,,119,106,398,0,72,0,1,12999928,31,true,true,true,true,1,1,4,8034434537540235610,16762103433480236712,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S2,,,5,,,119,106,398,0,72,0,10,12999280,31,true,true,true,true,1,1,4,8034434537540235610,16762103433480236712,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S2,,,5,,,119,106,398,0,72,0,100,12992800,31,true,true,true,true,1,1,4,8034434537540235610,16762103433480236712,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S2,,,5,,,119,106,398,0,72,0,1000,12928000,31,true,true,true,true,1,1,4,8034434537540235610,16762103433480236712,,,,,,,,,
scale,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S3,512,1024,,,,,,,,,,,,,,,,,7,6,,,,6,6,6,true,,,,,functional:6;computational:6;economic:6;over:0;under:0;precision:1000000;recall:1000000;agreement:1000000
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S3,,,1,,,2304,1302,9226,0,114,0,0,1002000000,10,true,true,true,true,2,2,256,15533997443255320707,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S3,,,1,,,2304,1302,9226,0,114,0,1,1001999886,10,true,true,true,true,2,2,256,15533997443255320707,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S3,,,1,,,2304,1302,9226,0,114,0,10,1001998860,10,true,true,true,true,2,2,256,15533997443255320707,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S3,,,1,,,2304,1302,9226,0,114,0,100,1001988600,10,true,true,true,true,2,2,256,15533997443255320707,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S3,,,1,,,2304,1302,9226,0,114,0,1000,1001886000,10,true,true,true,true,2,2,256,15533997443255320707,17912189724154816137,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S3,,,2,,,1302,785,5063,0,58,0,0,517000000,10,true,true,true,true,1,1,128,15533044166673850995,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S3,,,2,,,1302,785,5063,0,58,0,1,516999942,10,true,true,true,true,1,1,128,15533044166673850995,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S3,,,2,,,1302,785,5063,0,58,0,10,516999420,10,true,true,true,true,1,1,128,15533044166673850995,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S3,,,2,,,1302,785,5063,0,58,0,100,516994200,10,true,true,true,true,1,1,128,15533044166673850995,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S3,,,2,,,1302,785,5063,0,58,0,1000,516942000,10,true,true,true,true,1,1,128,15533044166673850995,18075933389931408255,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S3,,,3,,,785,532,2936,0,60,0,0,253000000,12,true,true,true,true,1,1,64,15535911692999657608,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S3,,,3,,,785,532,2936,0,60,0,1,252999940,12,true,true,true,true,1,1,64,15535911692999657608,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S3,,,3,,,785,532,2936,0,60,0,10,252999400,12,true,true,true,true,1,1,64,15535911692999657608,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S3,,,3,,,785,532,2936,0,60,0,100,252994000,12,true,true,true,true,1,1,64,15535911692999657608,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S3,,,3,,,785,532,2936,0,60,0,1000,252940000,12,true,true,true,true,1,1,64,15535911692999657608,16645602844770264344,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S3,,,4,,,532,407,1889,0,64,0,0,125000000,16,true,true,true,true,1,1,32,15534957316906559685,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S3,,,4,,,532,407,1889,0,64,0,1,124999936,16,true,true,true,true,1,1,32,15534957316906559685,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S3,,,4,,,532,407,1889,0,64,0,10,124999360,16,true,true,true,true,1,1,32,15534957316906559685,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S3,,,4,,,532,407,1889,0,64,0,100,124993600,16,true,true,true,true,1,1,32,15534957316906559685,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S3,,,4,,,532,407,1889,0,64,0,1000,124936000,16,true,true,true,true,1,1,32,15534957316906559685,7010415261464399852,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S3,,,5,,,407,346,1370,0,72,0,0,61000000,23,true,true,true,true,1,1,16,15537824843232366298,16762103433480236712,,,,,,,,,
edge,full-fractal-scaling-ffs0-v1,definitive,true,true,5,S3,,,5,,,407,346,1370,0,72,0,1,60999928,23,true,true,true,true,1,1,16,15537824843232366298,16762103433480236712,,,,,,,,,
