stratum,schedule,experience,participant,continuation_firings,trace_firings,local_returns,live_before,live_after,resistance_before,resistance_after,return_gain,pressure_spent,quiescent
G2,rotation-3,23,1,0|1,1|0,1|0,false|false,false|false,0|0,0|0,0|0,0|0,true
G2,rotation-4,0,1,0|1,1|1,1|1,true|true,true|true,3|3,1|4,0|3,2|2,true
G2,rotation-4,1,1,0|1,1|1,1|1,true|true,false|true,1|4,0|5,0|3,1|2,true
G2,rotation-4,2,0,1|0,0|1,0|1,false|true,false|true,0|5,0|4,0|0,0|1,true
G2,rotation-4,3,0,1|0,0|1,0|1,false|true,false|true,0|4,0|3,0|0,0|1,true
G2,rotation-4,4,1,0|1,1|1,1|1,false|true,false|true,0|3,0|4,0|3,0|2,true
G2,rotation-4,5,0,1|0,0|1,0|1,false|true,false|true,0|4,0|3,0|0,0|1,true
G2,rotation-4,6,1,0|1,1|1,1|1,false|true,false|true,0|3,0|4,0|3,0|2,true
G2,rotation-4,7,1,0|1,1|1,1|1,false|true,false|true,0|4,0|6,0|3,0|1,true
G2,rotation-4,8,0,1|0,0|1,0|1,false|true,false|true,0|6,0|5,0|0,0|1,true
G2,rotation-4,9,0,1|0,0|1,0|1,false|true,false|true,0|5,0|3,0|0,0|2,true
G2,rotation-4,10,1,0|1,1|1,1|1,false|true,false|true,0|3,0|5,0|3,0|1,true
G2,rotation-4,11,0,1|0,0|1,0|1,false|true,false|true,0|5,0|3,0|0,0|2,true
G2,rotation-4,12,1,0|1,1|1,1|1,false|true,false|true,0|3,0|5,0|3,0|1,true
G2,rotation-4,13,1,0|1,1|1,1|1,false|true,false|true,0|5,0|7,0|3,0|1,true
G2,rotation-4,14,0,1|0,0|1,0|1,false|true,false|true,0|7,0|5,0|0,0|2,true
G2,rotation-4,15,0,1|0,0|1,0|1,false|true,false|true,0|5,0|4,0|0,0|1,true
G2,rotation-4,16,1,0|1,1|1,1|1,false|true,false|true,0|4,0|5,0|3,0|2,true
G2,rotation-4,17,0,1|0,0|1,0|1,false|true,false|true,0|5,0|4,0|0,0|1,true
G2,rotation-4,18,1,0|1,1|1,1|1,false|true,false|true,0|4,0|6,0|3,0|1,true
G2,rotation-4,19,1,0|1,1|1,1|1,false|true,false|true,0|6,0|7,0|3,0|2,true
G2,rotation-4,20,0,1|0,0|1,0|1,false|true,false|true,0|7,0|6,0|0,0|1,true
G2,rotation-4,21,0,1|0,0|1,0|1,false|true,false|true,0|6,0|4,0|0,0|2,true
G2,rotation-4,22,1,0|1,1|1,1|1,false|true,false|true,0|4,0|6,0|3,0|1,true
G2,rotation-4,23,0,1|0,0|1,0|1,false|true,false|true,0|6,0|5,0|0,0|1,true
G2,rotation-5,0,1,0|1,1|1,1|1,true|true,true|true,3|3,1|4,0|3,2|2,true
G2,rotation-5,1,0,1|0,0|1,0|1,true|true,false|true,1|4,0|2,0|0,1|2,true
G2,rotation-5,2,0,1|0,0|1,0|1,false|true,false|true,0|2,0|1,0|0,0|1,true
G2,rotation-5,3,1,0|1,1|0,1|0,false|true,false|false,0|1,0|0,0|0,0|1,true
G2,rotation-5,4,0,1|0,0|1,0|1,false|false,false|false,0|0,0|0,0|0,0|0,true
G2,rotation-5,5,1,0|1,1|0,1|0,false|false,false|false,0|0,0|0,0|0,0|0,true
G2,rotation-5,6,1,0|1,1|0,1|0,false|false,false|false,0|0,0|0,0|0,0|0,true
G2,rotation-5,7,0,1|0,0|1,0|1,false|false,false|false,0|0,0|0,0|0,0|0,true
G2,rotation-5,8,0,1|0,0|1,0|1,false|false,false|false,0|0,0|0,0|0,0|0,true
G2,rotation-5,9,1,0|1,1|0,1|0,false|false,false|false,0|0,0|0,0|0,0|0,true
G2,rotation-5,10,0,1|0,0|1,0|1,false|false,false|false,0|0,0|0,0|0,0|0,true
G2,rotation-5,11,1,0|1,1|0,1|0,false|false,false|false,0|0,0|0,0|0,0|0,true
G2,rotation-5,12,1,0|1,1|0,1|0,false|false,false|false,0|0,0|0,0|0,0|0,true
G2,rotation-5,13,0,1|0,0|1,0|1,false|false,false|false,0|0,0|0,0|0,0|0,true
G2,rotation-5,14,0,1|0,0|1,0|1,false|false,false|false,0|0,0|0,0|0,0|0,true
G2,rotation-5,15,1,0|1,1|0,1|0,false|false,false|false,0|0,0|0,0|0,0|0,true
G2,rotation-5,16,0,1|0,0|1,0|1,false|false,false|false,0|0,0|0,0|0,0|0,true
G2,rotation-5,17,1,0|1,1|0,1|0,false|false,false|false,0|0,0|0,0|0,0|0,true
G2,rotation-5,18,1,0|1,1|0,1|0,false|false,false|false,0|0,0|0,0|0,0|0,true
G2,rotation-5,19,0,1|0,0|1,0|1,false|false,false|false,0|0,0|0,0|0,0|0,true
G2,rotation-5,20,0,1|0,0|1,0|1,false|false,false|false,0|0,0|0,0|0,0|0,true
G2,rotation-5,21,1,0|1,1|0,1|0,false|false,false|false,0|0,0|0,0|0,0|0,true
G2,rotation-5,22,0,1|0,0|1,0|1,false|false,false|false,0|0,0|0,0|0,0|0,true
G2,rotation-5,23,1,0|1,1|0,1|0,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,forward-block,0,0,1|0,1|1,1|1,true|true,true|true,3|3,4|1,3|0,2|2,true
G3,forward-block,1,0,1|0,1|1,1|1,true|true,true|false,4|1,5|0,3|0,2|1,true
G3,forward-block,2,0,1|0,1|1,1|1,true|false,true|false,5|0,7|0,3|0,1|0,true
G3,forward-block,3,0,1|0,1|1,1|1,true|false,true|false,7|0,8|0,3|0,2|0,true
G3,forward-block,4,0,1|0,1|1,1|1,true|false,true|false,8|0,10|0,3|0,1|0,true
G3,forward-block,5,0,1|0,1|1,1|1,true|false,true|false,10|0,12|0,3|0,1|0,true
G3,forward-block,6,0,1|0,1|1,1|1,true|false,true|false,12|0,13|0,3|0,2|0,true
G3,forward-block,7,0,1|0,1|1,1|1,true|false,true|false,13|0,15|0,3|0,1|0,true
G3,forward-block,8,0,1|0,1|1,1|1,true|false,true|false,15|0,16|0,3|0,2|0,true
G3,forward-block,9,0,1|0,1|1,1|1,true|false,true|false,16|0,18|0,3|0,1|0,true
G3,forward-block,10,0,1|0,1|1,1|1,true|false,true|false,18|0,20|0,3|0,1|0,true
G3,forward-block,11,0,1|0,1|1,1|1,true|false,true|false,20|0,21|0,3|0,2|0,true
G3,forward-block,12,1,0|1,1|0,1|0,true|false,true|false,21|0,20|0,0|0,1|0,true
G3,forward-block,13,1,0|1,1|0,1|0,true|false,true|false,20|0,18|0,0|0,2|0,true
G3,forward-block,14,1,0|1,1|0,1|0,true|false,true|false,18|0,17|0,0|0,1|0,true
G3,forward-block,15,1,0|1,1|0,1|0,true|false,true|false,17|0,16|0,0|0,1|0,true
G3,forward-block,16,1,0|1,1|0,1|0,true|false,true|false,16|0,14|0,0|0,2|0,true
G3,forward-block,17,1,0|1,1|0,1|0,true|false,true|false,14|0,13|0,0|0,1|0,true
G3,forward-block,18,1,0|1,1|0,1|0,true|false,true|false,13|0,11|0,0|0,2|0,true
G3,forward-block,19,1,0|1,1|0,1|0,true|false,true|false,11|0,10|0,0|0,1|0,true
G3,forward-block,20,1,0|1,1|0,1|0,true|false,true|false,10|0,9|0,0|0,1|0,true
G3,forward-block,21,1,0|1,1|0,1|0,true|false,true|false,9|0,7|0,0|0,2|0,true
G3,forward-block,22,1,0|1,1|0,1|0,true|false,true|false,7|0,6|0,0|0,1|0,true
G3,forward-block,23,1,0|1,1|0,1|0,true|false,true|false,6|0,4|0,0|0,2|0,true
G3,reverse-block,0,1,0|1,1|1,1|1,true|true,true|true,3|3,1|4,0|3,2|2,true
G3,reverse-block,1,1,0|1,1|1,1|1,true|true,false|true,1|4,0|5,0|3,1|2,true
G3,reverse-block,2,1,0|1,1|1,1|1,false|true,false|true,0|5,0|7,0|3,0|1,true
G3,reverse-block,3,1,0|1,1|1,1|1,false|true,false|true,0|7,0|8,0|3,0|2,true
G3,reverse-block,4,1,0|1,1|1,1|1,false|true,false|true,0|8,0|10,0|3,0|1,true
G3,reverse-block,5,1,0|1,1|1,1|1,false|true,false|true,0|10,0|12,0|3,0|1,true
G3,reverse-block,6,1,0|1,1|1,1|1,false|true,false|true,0|12,0|13,0|3,0|2,true
G3,reverse-block,7,1,0|1,1|1,1|1,false|true,false|true,0|13,0|15,0|3,0|1,true
G3,reverse-block,8,1,0|1,1|1,1|1,false|true,false|true,0|15,0|16,0|3,0|2,true
G3,reverse-block,9,1,0|1,1|1,1|1,false|true,false|true,0|16,0|18,0|3,0|1,true
G3,reverse-block,10,1,0|1,1|1,1|1,false|true,false|true,0|18,0|20,0|3,0|1,true
G3,reverse-block,11,1,0|1,1|1,1|1,false|true,false|true,0|20,0|21,0|3,0|2,true
G3,reverse-block,12,0,1|0,0|1,0|1,false|true,false|true,0|21,0|20,0|0,0|1,true
G3,reverse-block,13,0,1|0,0|1,0|1,false|true,false|true,0|20,0|18,0|0,0|2,true
G3,reverse-block,14,0,1|0,0|1,0|1,false|true,false|true,0|18,0|17,0|0,0|1,true
G3,reverse-block,15,0,1|0,0|1,0|1,false|true,false|true,0|17,0|16,0|0,0|1,true
G3,reverse-block,16,0,1|0,0|1,0|1,false|true,false|true,0|16,0|14,0|0,0|2,true
G3,reverse-block,17,0,1|0,0|1,0|1,false|true,false|true,0|14,0|13,0|0,0|1,true
G3,reverse-block,18,0,1|0,0|1,0|1,false|true,false|true,0|13,0|11,0|0,0|2,true
G3,reverse-block,19,0,1|0,0|1,0|1,false|true,false|true,0|11,0|10,0|0,0|1,true
G3,reverse-block,20,0,1|0,0|1,0|1,false|true,false|true,0|10,0|9,0|0,0|1,true
G3,reverse-block,21,0,1|0,0|1,0|1,false|true,false|true,0|9,0|7,0|0,0|2,true
G3,reverse-block,22,0,1|0,0|1,0|1,false|true,false|true,0|7,0|6,0|0,0|1,true
G3,reverse-block,23,0,1|0,0|1,0|1,false|true,false|true,0|6,0|4,0|0,0|2,true
G3,forward-alternating,0,0,1|0,1|1,1|1,true|true,true|true,3|3,4|1,3|0,2|2,true
G3,forward-alternating,1,1,0|1,1|0,1|0,true|true,true|false,4|1,2|0,0|0,2|1,true
G3,forward-alternating,2,0,1|0,1|1,1|1,true|false,true|false,2|0,4|0,3|0,1|0,true
G3,forward-alternating,3,1,0|1,1|0,1|0,true|false,true|false,4|0,2|0,0|0,2|0,true
G3,forward-alternating,4,0,1|0,1|1,1|1,true|false,true|false,2|0,4|0,3|0,1|0,true
G3,forward-alternating,5,1,0|1,1|0,1|0,true|false,true|false,4|0,3|0,0|0,1|0,true
G3,forward-alternating,6,0,1|0,1|1,1|1,true|false,true|false,3|0,4|0,3|0,2|0,true
G3,forward-alternating,7,1,0|1,1|0,1|0,true|false,true|false,4|0,3|0,0|0,1|0,true
G3,forward-alternating,8,0,1|0,1|1,1|1,true|false,true|false,3|0,4|0,3|0,2|0,true
G3,forward-alternating,9,1,0|1,1|0,1|0,true|false,true|false,4|0,3|0,0|0,1|0,true
G3,forward-alternating,10,0,1|0,1|1,1|1,true|false,true|false,3|0,5|0,3|0,1|0,true
G3,forward-alternating,11,1,0|1,1|0,1|0,true|false,true|false,5|0,3|0,0|0,2|0,true
G3,forward-alternating,12,0,1|0,1|1,1|1,true|false,true|false,3|0,5|0,3|0,1|0,true
G3,forward-alternating,13,1,0|1,1|0,1|0,true|false,true|false,5|0,3|0,0|0,2|0,true
G3,forward-alternating,14,0,1|0,1|1,1|1,true|false,true|false,3|0,5|0,3|0,1|0,true
G3,forward-alternating,15,1,0|1,1|0,1|0,true|false,true|false,5|0,4|0,0|0,1|0,true
G3,forward-alternating,16,0,1|0,1|1,1|1,true|false,true|false,4|0,5|0,3|0,2|0,true
G3,forward-alternating,17,1,0|1,1|0,1|0,true|false,true|false,5|0,4|0,0|0,1|0,true
G3,forward-alternating,18,0,1|0,1|1,1|1,true|false,true|false,4|0,5|0,3|0,2|0,true
G3,forward-alternating,19,1,0|1,1|0,1|0,true|false,true|false,5|0,4|0,0|0,1|0,true
G3,forward-alternating,20,0,1|0,1|1,1|1,true|false,true|false,4|0,6|0,3|0,1|0,true
G3,forward-alternating,21,1,0|1,1|0,1|0,true|false,true|false,6|0,4|0,0|0,2|0,true
G3,forward-alternating,22,0,1|0,1|1,1|1,true|false,true|false,4|0,6|0,3|0,1|0,true
G3,forward-alternating,23,1,0|1,1|0,1|0,true|false,true|false,6|0,4|0,0|0,2|0,true
G3,reverse-alternating,0,1,0|1,1|1,1|1,true|true,true|true,3|3,1|4,0|3,2|2,true
G3,reverse-alternating,1,0,1|0,0|1,0|1,true|true,false|true,1|4,0|2,0|0,1|2,true
G3,reverse-alternating,2,1,0|1,1|1,1|1,false|true,false|true,0|2,0|4,0|3,0|1,true
G3,reverse-alternating,3,0,1|0,0|1,0|1,false|true,false|true,0|4,0|2,0|0,0|2,true
G3,reverse-alternating,4,1,0|1,1|1,1|1,false|true,false|true,0|2,0|4,0|3,0|1,true
G3,reverse-alternating,5,0,1|0,0|1,0|1,false|true,false|true,0|4,0|3,0|0,0|1,true
G3,reverse-alternating,6,1,0|1,1|1,1|1,false|true,false|true,0|3,0|4,0|3,0|2,true
G3,reverse-alternating,7,0,1|0,0|1,0|1,false|true,false|true,0|4,0|3,0|0,0|1,true
G3,reverse-alternating,8,1,0|1,1|1,1|1,false|true,false|true,0|3,0|4,0|3,0|2,true
G3,reverse-alternating,9,0,1|0,0|1,0|1,false|true,false|true,0|4,0|3,0|0,0|1,true
G3,reverse-alternating,10,1,0|1,1|1,1|1,false|true,false|true,0|3,0|5,0|3,0|1,true
G3,reverse-alternating,11,0,1|0,0|1,0|1,false|true,false|true,0|5,0|3,0|0,0|2,true
G3,reverse-alternating,12,1,0|1,1|1,1|1,false|true,false|true,0|3,0|5,0|3,0|1,true
G3,reverse-alternating,13,0,1|0,0|1,0|1,false|true,false|true,0|5,0|3,0|0,0|2,true
G3,reverse-alternating,14,1,0|1,1|1,1|1,false|true,false|true,0|3,0|5,0|3,0|1,true
G3,reverse-alternating,15,0,1|0,0|1,0|1,false|true,false|true,0|5,0|4,0|0,0|1,true
G3,reverse-alternating,16,1,0|1,1|1,1|1,false|true,false|true,0|4,0|5,0|3,0|2,true
G3,reverse-alternating,17,0,1|0,0|1,0|1,false|true,false|true,0|5,0|4,0|0,0|1,true
G3,reverse-alternating,18,1,0|1,1|1,1|1,false|true,false|true,0|4,0|5,0|3,0|2,true
G3,reverse-alternating,19,0,1|0,0|1,0|1,false|true,false|true,0|5,0|4,0|0,0|1,true
G3,reverse-alternating,20,1,0|1,1|1,1|1,false|true,false|true,0|4,0|6,0|3,0|1,true
G3,reverse-alternating,21,0,1|0,0|1,0|1,false|true,false|true,0|6,0|4,0|0,0|2,true
G3,reverse-alternating,22,1,0|1,1|1,1|1,false|true,false|true,0|4,0|6,0|3,0|1,true
G3,reverse-alternating,23,0,1|0,0|1,0|1,false|true,false|true,0|6,0|4,0|0,0|2,true
G3,rotation-0,0,0,1|0,1|1,1|1,true|true,true|true,3|3,4|1,3|0,2|2,true
G3,rotation-0,1,0,1|0,1|1,1|1,true|true,true|false,4|1,5|0,3|0,2|1,true
G3,rotation-0,2,1,0|1,1|0,1|0,true|false,true|false,5|0,4|0,0|0,1|0,true
G3,rotation-0,3,0,1|0,1|1,1|1,true|false,true|false,4|0,5|0,3|0,2|0,true
G3,rotation-0,4,1,0|1,1|0,1|0,true|false,true|false,5|0,4|0,0|0,1|0,true
G3,rotation-0,5,1,0|1,1|0,1|0,true|false,true|false,4|0,3|0,0|0,1|0,true
G3,rotation-0,6,0,1|0,1|1,1|1,true|false,true|false,3|0,4|0,3|0,2|0,true
G3,rotation-0,7,0,1|0,1|1,1|1,true|false,true|false,4|0,6|0,3|0,1|0,true
G3,rotation-0,8,1,0|1,1|0,1|0,true|false,true|false,6|0,4|0,0|0,2|0,true
G3,rotation-0,9,0,1|0,1|1,1|1,true|false,true|false,4|0,6|0,3|0,1|0,true
G3,rotation-0,10,1,0|1,1|0,1|0,true|false,true|false,6|0,5|0,0|0,1|0,true
G3,rotation-0,11,1,0|1,1|0,1|0,true|false,true|false,5|0,3|0,0|0,2|0,true
G3,rotation-0,12,0,1|0,1|1,1|1,true|false,true|false,3|0,5|0,3|0,1|0,true
G3,rotation-0,13,0,1|0,1|1,1|1,true|false,true|false,5|0,6|0,3|0,2|0,true
G3,rotation-0,14,1,0|1,1|0,1|0,true|false,true|false,6|0,5|0,0|0,1|0,true
G3,rotation-0,15,0,1|0,1|1,1|1,true|false,true|false,5|0,7|0,3|0,1|0,true
G3,rotation-0,16,1,0|1,1|0,1|0,true|false,true|false,7|0,5|0,0|0,2|0,true
G3,rotation-0,17,1,0|1,1|0,1|0,true|false,true|false,5|0,4|0,0|0,1|0,true
G3,rotation-0,18,0,1|0,1|1,1|1,true|false,true|false,4|0,5|0,3|0,2|0,true
G3,rotation-0,19,0,1|0,1|1,1|1,true|false,true|false,5|0,7|0,3|0,1|0,true
G3,rotation-0,20,1,0|1,1|0,1|0,true|false,true|false,7|0,6|0,0|0,1|0,true
G3,rotation-0,21,0,1|0,1|1,1|1,true|false,true|false,6|0,7|0,3|0,2|0,true
G3,rotation-0,22,1,0|1,1|0,1|0,true|false,true|false,7|0,6|0,0|0,1|0,true
G3,rotation-0,23,1,0|1,1|0,1|0,true|false,true|false,6|0,4|0,0|0,2|0,true
G3,rotation-1,0,0,1|0,1|1,1|1,true|true,true|true,3|3,4|1,3|0,2|2,true
G3,rotation-1,1,1,0|1,1|0,1|0,true|true,true|false,4|1,2|0,0|0,2|1,true
G3,rotation-1,2,0,1|0,1|1,1|1,true|false,true|false,2|0,4|0,3|0,1|0,true
G3,rotation-1,3,1,0|1,1|0,1|0,true|false,true|false,4|0,2|0,0|0,2|0,true
G3,rotation-1,4,1,0|1,1|0,1|0,true|false,true|false,2|0,1|0,0|0,1|0,true
G3,rotation-1,5,0,1|0,0|1,0|1,true|false,false|false,1|0,0|0,0|0,1|0,true
G3,rotation-1,6,0,1|0,0|1,0|1,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-1,7,1,0|1,1|0,1|0,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-1,8,0,1|0,0|1,0|1,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-1,9,1,0|1,1|0,1|0,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-1,10,1,0|1,1|0,1|0,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-1,11,0,1|0,0|1,0|1,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-1,12,0,1|0,0|1,0|1,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-1,13,1,0|1,1|0,1|0,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-1,14,0,1|0,0|1,0|1,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-1,15,1,0|1,1|0,1|0,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-1,16,1,0|1,1|0,1|0,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-1,17,0,1|0,0|1,0|1,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-1,18,0,1|0,0|1,0|1,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-1,19,1,0|1,1|0,1|0,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-1,20,0,1|0,0|1,0|1,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-1,21,1,0|1,1|0,1|0,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-1,22,1,0|1,1|0,1|0,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-1,23,0,1|0,0|1,0|1,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-2,0,1,0|1,1|1,1|1,true|true,true|true,3|3,1|4,0|3,2|2,true
G3,rotation-2,1,0,1|0,0|1,0|1,true|true,false|true,1|4,0|2,0|0,1|2,true
G3,rotation-2,2,1,0|1,1|1,1|1,false|true,false|true,0|2,0|4,0|3,0|1,true
G3,rotation-2,3,1,0|1,1|1,1|1,false|true,false|true,0|4,0|5,0|3,0|2,true
G3,rotation-2,4,0,1|0,0|1,0|1,false|true,false|true,0|5,0|4,0|0,0|1,true
G3,rotation-2,5,0,1|0,0|1,0|1,false|true,false|true,0|4,0|3,0|0,0|1,true
G3,rotation-2,6,1,0|1,1|1,1|1,false|true,false|true,0|3,0|4,0|3,0|2,true
G3,rotation-2,7,0,1|0,0|1,0|1,false|true,false|true,0|4,0|3,0|0,0|1,true
G3,rotation-2,8,1,0|1,1|1,1|1,false|true,false|true,0|3,0|4,0|3,0|2,true
G3,rotation-2,9,1,0|1,1|1,1|1,false|true,false|true,0|4,0|6,0|3,0|1,true
G3,rotation-2,10,0,1|0,0|1,0|1,false|true,false|true,0|6,0|5,0|0,0|1,true
G3,rotation-2,11,0,1|0,0|1,0|1,false|true,false|true,0|5,0|3,0|0,0|2,true
G3,rotation-2,12,1,0|1,1|1,1|1,false|true,false|true,0|3,0|5,0|3,0|1,true
G3,rotation-2,13,0,1|0,0|1,0|1,false|true,false|true,0|5,0|3,0|0,0|2,true
G3,rotation-2,14,1,0|1,1|1,1|1,false|true,false|true,0|3,0|5,0|3,0|1,true
G3,rotation-2,15,1,0|1,1|1,1|1,false|true,false|true,0|5,0|7,0|3,0|1,true
G3,rotation-2,16,0,1|0,0|1,0|1,false|true,false|true,0|7,0|5,0|0,0|2,true
G3,rotation-2,17,0,1|0,0|1,0|1,false|true,false|true,0|5,0|4,0|0,0|1,true
G3,rotation-2,18,1,0|1,1|1,1|1,false|true,false|true,0|4,0|5,0|3,0|2,true
G3,rotation-2,19,0,1|0,0|1,0|1,false|true,false|true,0|5,0|4,0|0,0|1,true
G3,rotation-2,20,1,0|1,1|1,1|1,false|true,false|true,0|4,0|6,0|3,0|1,true
G3,rotation-2,21,1,0|1,1|1,1|1,false|true,false|true,0|6,0|7,0|3,0|2,true
G3,rotation-2,22,0,1|0,0|1,0|1,false|true,false|true,0|7,0|6,0|0,0|1,true
G3,rotation-2,23,0,1|0,0|1,0|1,false|true,false|true,0|6,0|4,0|0,0|2,true
G3,rotation-3,0,0,1|0,1|1,1|1,true|true,true|true,3|3,4|1,3|0,2|2,true
G3,rotation-3,1,1,0|1,1|0,1|0,true|true,true|false,4|1,2|0,0|0,2|1,true
G3,rotation-3,2,1,0|1,1|0,1|0,true|false,true|false,2|0,1|0,0|0,1|0,true
G3,rotation-3,3,0,1|0,0|1,0|1,true|false,false|false,1|0,0|0,0|0,1|0,true
G3,rotation-3,4,0,1|0,0|1,0|1,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-3,5,1,0|1,1|0,1|0,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-3,6,0,1|0,0|1,0|1,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-3,7,1,0|1,1|0,1|0,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-3,8,1,0|1,1|0,1|0,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-3,9,0,1|0,0|1,0|1,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-3,10,0,1|0,0|1,0|1,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-3,11,1,0|1,1|0,1|0,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-3,12,0,1|0,0|1,0|1,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-3,13,1,0|1,1|0,1|0,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-3,14,1,0|1,1|0,1|0,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-3,15,0,1|0,0|1,0|1,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-3,16,0,1|0,0|1,0|1,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-3,17,1,0|1,1|0,1|0,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-3,18,0,1|0,0|1,0|1,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-3,19,1,0|1,1|0,1|0,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-3,20,1,0|1,1|0,1|0,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-3,21,0,1|0,0|1,0|1,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-3,22,0,1|0,0|1,0|1,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-3,23,1,0|1,1|0,1|0,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-4,0,1,0|1,1|1,1|1,true|true,true|true,3|3,1|4,0|3,2|2,true
G3,rotation-4,1,1,0|1,1|1,1|1,true|true,false|true,1|4,0|5,0|3,1|2,true
G3,rotation-4,2,0,1|0,0|1,0|1,false|true,false|true,0|5,0|4,0|0,0|1,true
G3,rotation-4,3,0,1|0,0|1,0|1,false|true,false|true,0|4,0|2,0|0,0|2,true
G3,rotation-4,4,1,0|1,1|1,1|1,false|true,false|true,0|2,0|4,0|3,0|1,true
G3,rotation-4,5,0,1|0,0|1,0|1,false|true,false|true,0|4,0|3,0|0,0|1,true
G3,rotation-4,6,1,0|1,1|1,1|1,false|true,false|true,0|3,0|4,0|3,0|2,true
G3,rotation-4,7,1,0|1,1|1,1|1,false|true,false|true,0|4,0|6,0|3,0|1,true
G3,rotation-4,8,0,1|0,0|1,0|1,false|true,false|true,0|6,0|4,0|0,0|2,true
G3,rotation-4,9,0,1|0,0|1,0|1,false|true,false|true,0|4,0|3,0|0,0|1,true
G3,rotation-4,10,1,0|1,1|1,1|1,false|true,false|true,0|3,0|5,0|3,0|1,true
G3,rotation-4,11,0,1|0,0|1,0|1,false|true,false|true,0|5,0|3,0|0,0|2,true
G3,rotation-4,12,1,0|1,1|1,1|1,false|true,false|true,0|3,0|5,0|3,0|1,true
G3,rotation-4,13,1,0|1,1|1,1|1,false|true,false|true,0|5,0|6,0|3,0|2,true
G3,rotation-4,14,0,1|0,0|1,0|1,false|true,false|true,0|6,0|5,0|0,0|1,true
G3,rotation-4,15,0,1|0,0|1,0|1,false|true,false|true,0|5,0|4,0|0,0|1,true
G3,rotation-4,16,1,0|1,1|1,1|1,false|true,false|true,0|4,0|5,0|3,0|2,true
G3,rotation-4,17,0,1|0,0|1,0|1,false|true,false|true,0|5,0|4,0|0,0|1,true
G3,rotation-4,18,1,0|1,1|1,1|1,false|true,false|true,0|4,0|5,0|3,0|2,true
G3,rotation-4,19,1,0|1,1|1,1|1,false|true,false|true,0|5,0|7,0|3,0|1,true
G3,rotation-4,20,0,1|0,0|1,0|1,false|true,false|true,0|7,0|6,0|0,0|1,true
G3,rotation-4,21,0,1|0,0|1,0|1,false|true,false|true,0|6,0|4,0|0,0|2,true
G3,rotation-4,22,1,0|1,1|1,1|1,false|true,false|true,0|4,0|6,0|3,0|1,true
G3,rotation-4,23,0,1|0,0|1,0|1,false|true,false|true,0|6,0|4,0|0,0|2,true
G3,rotation-5,0,1,0|1,1|1,1|1,true|true,true|true,3|3,1|4,0|3,2|2,true
G3,rotation-5,1,0,1|0,0|1,0|1,true|true,false|true,1|4,0|2,0|0,1|2,true
G3,rotation-5,2,0,1|0,0|1,0|1,false|true,false|true,0|2,0|1,0|0,0|1,true
G3,rotation-5,3,1,0|1,1|0,1|0,false|true,false|false,0|1,0|0,0|0,0|1,true
G3,rotation-5,4,0,1|0,0|1,0|1,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-5,5,1,0|1,1|0,1|0,false|false,false|false,0|0,0|0,0|0,0|0,true
G3,rotation-5,6,1,0|1,1|0,1|0,false|false,false|false,0|0,0|0,0|0,0|0,true
